8,9,10,11,12,13,14
1,1,1,1,1,1,1
0.623557265,0.971031096,1.34440633,1.108935769,1.004899436,0.999859297,0.999087061
0.46017039,0.947196826,0.985488434,1.05095031,0.985678199,0.999061219,0.998249666
0.21806738,0.604126266,0.9802215,0.774616066,0.974590227,0.97091792,0.970225378
0.067586447,0.042021235,0.879651135,0.838118243,0.982115234,0.908704246,0.952854942
0.004246299,0.010390591,0.106143659,0.403163788,0.816741407,0.789493829,0.987820964
0.005403196,0.04298869,0.455997424,0.654385228,0.6352227,0.718613282,0.582792069
0.003168246,0.022377934,0.270647067,0.61486893,0.69960987,0.437367132,0.530866246
